Id,Id [Coordinate system],Name [Coordinate system],Created at [Coordinate system],Updated at [Coordinate system],Client [Coordinate system],Info page url [Coordinate system],Tourist map [Coordinate system],Id [Scene],Name [Scene],Created at [Scene],Updated at [Scene],Thumbnail [Scene],Sort number [Scene],Activity [Scene],Game reset [Scene],Visibility [Scene],Actions [Scene],Credentials [Scene],Sc enabled [Scene],Room name [Scene],Game [Scene]
1860,32,光時代辦公室測試用366,2021年03月17日 19:00,2023年08月17日 10:15,1,https://tw.yahoo.com/,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmMwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9046a8485930626b5d7131c4a66254dfc7ea1d27/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-02.png,3050,Default-海底世界,2023年10月12日 09:25,2023年10月12日 09:28,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg,0, - ,False,1, - , - ,False, - , - 
1863,302,henrydemo(5392),2023年10月13日 09:45,2023年10月13日 09:45,1, - ,<空>,2653,光時代辦公室解謎,2023年04月10日 13:17,2024年04月08日 11:56, - ,5, - ,False,1, - , - ,False, - , - 
1864,302,henrydemo(5392),2023年10月13日 09:45,2023年10月13日 09:45,1, - ,<空>,2858,海底世界-綠色方舟館,2023年08月04日 18:04,2023年12月01日 11:45,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg,0, - ,False,1, - , - ,False, - , - 
1865,302,henrydemo(5392),2023年10月13日 09:45,2023年10月13日 09:45,1, - ,<空>,3010,大稻埕-貨櫃碼頭_萬聖節,2023年09月26日 16:30,2024年01月31日 14:07, - ,0, - ,True,1, - , - ,False, - , - 
1874,32,光時代辦公室測試用366,2021年03月17日 19:00,2023年08月17日 10:15,1,https://tw.yahoo.com/,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmMwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9046a8485930626b5d7131c4a66254dfc7ea1d27/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-02.png,2916,物件：儀表板,2023年09月06日 15:15,2023年10月13日 18:26, - ,0, - ,False,1, - ,"---
main:
  type: basic
  id: bingsin_admin
  pwd: 25d55ad283aa400af464c76d713c07ad
  url: https://www.nksdata.tw/arapi/api.asmx/userLogin
  additionals:
    token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9
",False, - , - 
1921,32,光時代辦公室測試用366,2021年03月17日 19:00,2023年08月17日 10:15,1,https://tw.yahoo.com/,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmMwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9046a8485930626b5d7131c4a66254dfc7ea1d27/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-02.png,3068,RC_綠能竹東_萬聖節_01火車站,2023年10月18日 13:27,2023年10月20日 19:16, - ,0, - ,False,1, - , - ,False, - , - 
1922,32,光時代辦公室測試用366,2021年03月17日 19:00,2023年08月17日 10:15,1,https://tw.yahoo.com/,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmMwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9046a8485930626b5d7131c4a66254dfc7ea1d27/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-02.png,3070,RC_綠能竹東_萬聖節_03鎮公所,2023年10月18日 13:28,2023年12月14日 15:39, - ,0, - ,False,1, - , - ,False, - , - 
1946,208,eliot coordinate sys. lightid=5520,2022年12月18日 16:50,2023年10月25日 14:07,1, - ,<空>,3087,綠能觀光元宇宙在竹東_萬聖節活動,2023年10月25日 11:54,2023年10月25日 15:15,https://assets.lig.com.tw/ar_asset/ibjyqfhu1526tgpssfum0lejx2ou.jpg,0, - ,False,1, - , - ,False, - , - 
1959,244,0.0.0,2023年03月30日 08:52,2023年03月30日 08:52,1, - ,<空>,3103,苗栗車站_苗栗縣政府,2023年10月31日 11:37,2024年04月08日 11:44,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg,3, - ,False,1, - , - ,False, - , - 
1961,244,0.0.0,2023年03月30日 08:52,2023年03月30日 08:52,1, - ,<空>,2578,禮納里旅客服務中心-室內,2023年02月20日 16:33,2023年03月14日 10:18, - ,0, - ,False,1, - , - ,False, - , - 
1962,244,0.0.0,2023年03月30日 08:52,2023年03月30日 08:52,1, - ,<空>,2577,禮納里旅客服務中心-室外,2023年02月20日 15:51,2023年03月14日 13:56, - ,0, - ,True,1, - , - ,False, - , - 
1963,244,0.0.0,2023年03月30日 08:52,2023年03月30日 08:52,1, - ,<空>,2576,新威旅客中心-2F,2023年02月20日 15:13,2023年03月13日 09:14, - ,0, - ,False,1, - , - ,False, - , - 
1964,244,0.0.0,2023年03月30日 08:52,2023年03月30日 08:52,1, - ,<空>,2575,新威旅客中心-1F,2023年02月20日 15:12,2023年12月21日 09:52, - ,0, - ,False,1, - , - ,False, - , - 
1965,244,0.0.0,2023年03月30日 08:52,2023年03月30日 08:52,1, - ,<空>,2574,新威旅客中心,2023年02月20日 15:08,2024年04月10日 10:44, - ,0, - ,False,1, - , - ,False, - , - 
1976,307,諾奇(5230),2023年10月29日 13:10,2023年11月03日 14:30,1, - ,<空>,3072,測試綁定場景,2023年10月20日 10:23,2023年10月20日 14:13, - ,0, - ,False,1, - ,"---
main:
  type: basic
  id: bingsin_admin
  pwd: 25d55ad283aa400af464c76d713c07ad
  url: https://www.nksdata.tw/arapi/api.asmx/userLogin
  additionals:
    token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9
",False, - , - 
1990,286,4858,2023年09月06日 14:29,2023年09月06日 14:29,54, - ,<空>,1903,蘭花奇幻世界主題館,2022年03月23日 10:53,2023年11月07日 15:11, - ,0, - ,False,1, - ,"---
main:
  type: basic
  id: bingsin_admin
  pwd: 25d55ad283aa400af464c76d713c07ad
  url: https://www.nksdata.tw/arapi/api.asmx/userLogin
  additionals:
    token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9
",False, - , - 
2016,308,國圖1,2023年11月10日 10:46,2023年11月10日 10:46,1, - ,<空>,3132,國圖1,2023年11月03日 17:42,2023年11月03日 17:42, - ,0, - ,False,1, - , - ,False, - , - 
2017,309,國圖2,2023年11月10日 11:09,2023年11月10日 11:09,1, - ,<空>,3143,國圖2,2023年11月10日 10:26,2023年11月10日 10:26, - ,0, - ,False,1, - , - ,False, - , - 
2023,297,星竹東,2023年09月16日 09:34,2023年11月13日 00:30,1,https://lig.tw/i_intro_3_constellation,<空>,3134,綠能觀光元宇宙在竹東_常設展活動,2023年11月07日 15:54,2023年11月10日 19:03,https://assets.lig.com.tw/ar_asset/8312ygl1zioxjj007f1qzvjw2wzr.png,0, - ,False,1, - , - ,False, - , - 
2024,296,綠能竹東_03_鎮公所,2023年09月16日 09:20,2023年11月13日 00:38,1,https://lig.tw/i_intro_3_C_Green,<空>,3119,RC_綠能竹東_常設展_03鎮公所,2023年11月02日 11:37,2023年11月10日 19:03,https://assets.lig.com.tw/ar_asset/8312ygl1zioxjj007f1qzvjw2wzr.png,0, - ,False,1, - , - ,False, - , - 
2025,295,綠能竹東_02_林業展示館,2023年09月16日 09:18,2023年11月13日 00:38,1,https://lig.tw/i_intro_3_B_Green,<空>,3118,RC_綠能竹東_常設展_02林業展示館,2023年11月02日 11:37,2023年11月10日 19:03,https://assets.lig.com.tw/ar_asset/8312ygl1zioxjj007f1qzvjw2wzr.png,0, - ,False,1, - , - ,False, - , - 
2026,294,綠能竹東_01_火車站,2023年09月16日 09:17,2023年11月13日 00:38,1,https://lig.tw/i_intro_3_A_Green,<空>,3115,RC_綠能竹東_常設展_01火車站,2023年11月01日 16:34,2023年11月10日 19:02,https://assets.lig.com.tw/ar_asset/8312ygl1zioxjj007f1qzvjw2wzr.png,0, - ,False,1, - , - ,False, - , - 
2027,293,綠能竹東_00_樹上,2023年09月16日 09:08,2023年11月13日 00:38,1,https://lig.tw/i_intro_3_D_Green,<空>,3102,RC_綠能竹東_常設展_00樹上,2023年10月31日 10:35,2023年11月10日 19:02,https://assets.lig.com.tw/ar_asset/8312ygl1zioxjj007f1qzvjw2wzr.png,0, - ,False,1, - , - ,False, - , - 
2028,310,貨櫃廣場,2023年11月14日 09:48,2023年11月14日 09:48,1, - ,<空>,3126,大稻埕-貨櫃市集前的廣場_資訊球,2023年11月03日 09:20,2023年11月03日 09:46, - ,0, - ,False,1, - , - ,False, - , - 
2042,312,DEMO(5394),2023年11月16日 11:57,2023年11月16日 11:57,1, - ,<空>,3161,光時代辦公室解謎-複製,2023年11月16日 10:53,2024年03月19日 09:35,https://assets.lig.com.tw/ar_asset/2p33qvxfxuhv47jroghdu107um3g.jpg,0, - ,False,1, - , - ,False, - , - 
2048,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3178,遊樂園天燈demo,2023年11月17日 10:06,2023年11月17日 10:07, - ,0, - ,False,1, - , - ,False, - , - 
2050,77,新北歡樂耶誕城A4,2021年11月29日 15:48,2023年11月17日 14:58,1, - ,<空>,3144,新北1_瑞芳,2023年11月10日 14:02,2024年04月08日 11:57, - ,14, - ,False,1, - , - ,False, - , - 
2068,99,板橋-府中-2,2022年01月12日 13:57,2023年11月28日 15:01,1, - ,<空>,3187,新北0_板橋-2,2023年11月28日 10:43,2023年11月28日 10:43, - ,0, - ,False,1, - , - ,False, - , - 
2069,82,板橋-府中-3,2021年11月29日 15:49,2023年11月28日 15:18,1, - ,<空>,3189,新北0_板橋-3,2023年11月28日 13:50,2023年11月28日 13:51, - ,0, - ,False,1, - , - ,False, - , - 
2070,83,板橋-府中-4,2021年11月29日 15:50,2023年11月28日 15:34,1, - ,<空>,3190,新北0_板橋-4,2023年11月28日 13:52,2023年11月28日 13:52, - ,0, - ,False,1, - , - ,False, - , - 
2072,314,板橋-府中-1,2023年11月28日 15:44,2023年11月28日 15:44,1, - ,<空>,3157,新北0_板橋-1,2023年11月14日 17:21,2023年11月27日 15:01, - ,0, - ,False,1, - , - ,False, - , - 
2073,79,新北市政府-4,2021年11月29日 15:48,2023年11月28日 16:20,1, - ,<空>,3152,新北4_淡水,2023年11月13日 14:18,2023年11月13日 14:18, - ,0, - ,False,1, - , - ,False, - , - 
2074,315,新北市政府-5,2023年11月28日 16:36,2023年11月28日 16:36,1, - ,<空>,3153,新北5_鶯歌,2023年11月13日 14:58,2023年11月13日 14:58, - ,0, - ,False,1, - , - ,False, - , - 
2075,78,新北市政府-6,2021年11月29日 15:48,2023年11月28日 16:46,1, - ,<空>,3154,新北6_中和&新店,2023年11月13日 16:02,2023年11月13日 16:09, - ,0, - ,False,1, - , - ,False, - , - 
2079,251,殼上寫Henry,2023年05月05日 10:27,2023年06月27日 13:51,1, - ,<空>,1660,數位轉型政策白皮書,2021年12月15日 09:28,2024年04月08日 11:58,https://api.lig.com.tw/ar_asset/sg5ibvosc55cjmjj9g3bwaxhdmv3.png,12, - ,False,1, - , - ,False, - , - 
2084,75,新北市政府-3,2021年11月29日 15:47,2023年11月28日 17:24,1, - ,<空>,3146,新北3_平溪&烏來,2023年11月10日 17:21,2024年01月23日 10:39, - ,0, - ,False,1, - , - ,False, - , - 
2085,76,新北市政府-2,2021年11月29日 15:47,2023年11月28日 17:06,1, - ,<空>,3151,新北2_石門&萬里,2023年11月13日 13:50,2024年01月23日 10:39, - ,0, - ,False,1, - , - ,False, - , - 
2192,332,鴻海DEMO(2008),2023年12月20日 15:26,2023年12月24日 08:52,1,https://icivet.foxconn.com,<空>,3277,FOXCONN-DEFAULT,2023年12月18日 15:47,2023年12月27日 11:23, - ,0, - ,False,1, - , - ,False, - , - 
2196,331,環保局-桃園,2023年12月20日 08:53,2023年12月20日 08:53,1, - ,<空>,3302,桃園龜山檢測站,2023年12月21日 19:59,2023年12月21日 21:29, - ,0, - ,False,1, - , - ,False, - , - 
2222,332,鴻海DEMO(2008),2023年12月20日 15:26,2023年12月24日 08:52,1,https://icivet.foxconn.com,<空>,1660,數位轉型政策白皮書,2021年12月15日 09:28,2024年04月08日 11:58,https://api.lig.com.tw/ar_asset/sg5ibvosc55cjmjj9g3bwaxhdmv3.png,12, - ,False,1, - , - ,False, - , - 
2223,332,鴻海DEMO(2008),2023年12月20日 15:26,2023年12月24日 08:52,1,https://icivet.foxconn.com,<空>,1934,擁恆_豬哥亮,2022年04月12日 13:09,2024年04月08日 11:55,https://api.lig.com.tw/ar_asset/9x4ep2rv0hgf9nu5pdhoow3oecvq.png,4, - ,False,1, - , - ,False, - , - 
2224,333,上聯車展K區,2023年12月27日 13:50,2023年12月27日 13:50,1, - ,<空>,3272,AR尋寶探險 & 新能源車QA問題,2023年12月17日 20:11,2023年12月27日 20:10,https://assets.lig.com.tw/ar_asset/mjqrtd4yjnqlgvssc11o30rwu9md.png,0, - ,False,1, - , - ,False, - , - 
2225,333,上聯車展K區,2023年12月27日 13:50,2023年12月27日 13:50,1, - ,<空>,3294,AR路線引導至品牌車展位 (HINO、OPEL、NISSAN、LUXGEN),2023年12月21日 13:53,2023年12月28日 10:38,https://assets.lig.com.tw/ar_asset/qu0du5g7p0tpjqg38krulatqr8yz.png,0, - ,False,1, - , - ,False, - , - 
2226,333,上聯車展K區,2023年12月27日 13:50,2023年12月27日 13:50,1, - ,<空>,3295,AR路線引導至品牌車展位 (SUZUKI、Lexus、SsangYong、TOYOTA),2023年12月21日 14:29,2023年12月27日 20:13,https://assets.lig.com.tw/ar_asset/lqi9be9o7blpboozqc0qf38rrak5.png,0, - ,False,1, - , - ,False, - , - 
2227,333,上聯車展K區,2023年12月27日 13:50,2023年12月27日 13:50,1, - ,<空>,3296,AR路線引導至品牌車展位 (INFINITI、Aston Martin、BENTLEY),2023年12月21日 14:48,2023年12月27日 20:14,https://assets.lig.com.tw/ar_asset/jwtyj6dckhrx69ki3fyu0lfj1oc1.png,0, - ,False,1, - , - ,False, - , - 
2228,333,上聯車展K區,2023年12月27日 13:50,2023年12月27日 13:50,1, - ,<空>,3298,AR路線引導至品牌車展位 (SUBARU、INEOS Grenadier、McLaren),2023年12月21日 15:33,2023年12月27日 20:14,https://assets.lig.com.tw/ar_asset/ptywepa0ey1ss6d8hzv9xkknro4y.png,0, - ,False,1, - , - ,False, - , - 
2229,333,上聯車展K區,2023年12月27日 13:50,2023年12月27日 13:50,1, - ,<空>,3299,AR路線引導至品牌車展位 (Lamborghini、LOTUS、Porsche),2023年12月21日 15:54,2023年12月27日 20:15,https://assets.lig.com.tw/ar_asset/qkhdjhlxmc3sz41tc0wa3ulaaaqm.png,0, - ,False,1, - , - ,False, - , - 
2230,333,上聯車展K區,2023年12月27日 13:50,2023年12月27日 13:50,1, - ,<空>,3300,AR路線引導至品牌車展位 (TESLA、Harley-Davidson、Vespa、BMW、MINI),2023年12月21日 16:09,2023年12月27日 20:11,https://assets.lig.com.tw/ar_asset/54oj7y0zi2he65xhnqll4rg8m6t0.png,0, - ,False,1, - , - ,False, - , - 
2234,335,上聯車展J區,2023年12月27日 15:02,2023年12月27日 15:02,1, - ,<空>,3270,AR尋寶探險 & 新能源車QA問題,2023年12月17日 20:10,2023年12月27日 20:10,https://assets.lig.com.tw/ar_asset/mjqrtd4yjnqlgvssc11o30rwu9md.png,0, - ,False,1, - , - ,False, - , - 
2235,335,上聯車展J區,2023年12月27日 15:02,2023年12月27日 15:02,1, - ,<空>,3285,AR路線引導至品牌車展位 (HINO、OPEL、NISSAN、LUXGEN),2023年12月20日 14:44,2023年12月28日 10:38,https://assets.lig.com.tw/ar_asset/qu0du5g7p0tpjqg38krulatqr8yz.png,0, - ,False,1, - , - ,False, - , - 
2236,335,上聯車展J區,2023年12月27日 15:02,2023年12月27日 15:02,1, - ,<空>,3289,AR路線引導至品牌車展位 (SUZUKI、Lexus、SsangYong、TOYOTA),2023年12月21日 13:28,2023年12月27日 20:14,https://assets.lig.com.tw/ar_asset/lqi9be9o7blpboozqc0qf38rrak5.png,0, - ,False,1, - , - ,False, - , - 
2237,335,上聯車展J區,2023年12月27日 15:02,2023年12月27日 15:02,1, - ,<空>,3290,AR路線引導至品牌車展位 (INFINITI、Aston Martin、BENTLEY),2023年12月21日 13:28,2023年12月27日 20:14,https://assets.lig.com.tw/ar_asset/jwtyj6dckhrx69ki3fyu0lfj1oc1.png,0, - ,False,1, - , - ,False, - , - 
2238,335,上聯車展J區,2023年12月27日 15:02,2023年12月27日 15:02,1, - ,<空>,3291,AR路線引導至品牌車展位 (SUBARU、INEOS Grenadier、McLaren),2023年12月21日 13:52,2023年12月27日 20:14,https://assets.lig.com.tw/ar_asset/ptywepa0ey1ss6d8hzv9xkknro4y.png,0, - ,False,1, - , - ,False, - , - 
2239,335,上聯車展J區,2023年12月27日 15:02,2023年12月27日 15:02,1, - ,<空>,3292,AR路線引導至品牌車展位 (Lamborghini、LOTUS、Porsche),2023年12月21日 13:52,2023年12月27日 20:15,https://assets.lig.com.tw/ar_asset/qkhdjhlxmc3sz41tc0wa3ulaaaqm.png,0, - ,False,1, - , - ,False, - , - 
2240,335,上聯車展J區,2023年12月27日 15:02,2023年12月27日 15:02,1, - ,<空>,3293,AR路線引導至品牌車展位 (TESLA、Harley-Davidson、Vespa、BMW、MINI),2023年12月21日 13:52,2023年12月27日 20:11,https://assets.lig.com.tw/ar_asset/54oj7y0zi2he65xhnqll4rg8m6t0.png,0, - ,False,1, - , - ,False, - , - 
2242,336,上聯車展服務區,2023年12月27日 15:47,2023年12月27日 15:47,1, - ,<空>,3264,上聯車展正式-服務區-AC模式,2023年12月15日 16:27,2023年12月22日 16:59, - ,0, - ,False,1, - , - ,False, - , - 
2243,337,上聯車展-展場中間左,2023年12月27日 15:48,2023年12月27日 15:48,1, - ,<空>,3276,上聯車展正式-展場中間左-AC模式,2023年12月18日 15:04,2023年12月22日 16:58, - ,0, - ,False,1, - , - ,False, - , - 
2244,338,上聯車展-展場中間右,2023年12月27日 15:50,2023年12月27日 15:50,1, - ,<空>,3275,上聯車展正式-展場中間右-AC模式,2023年12月18日 10:31,2023年12月22日 16:58, - ,0, - ,False,1, - , - ,False, - , - 
2277,316,HenryDemo(5127),2023年11月28日 21:42,2023年11月28日 21:42,1, - ,<空>,3224,大稻埕_聖誕節_貨櫃市集-1.2貓(上架),2023年12月07日 09:49,2023年12月12日 18:26, - ,0, - ,False,1, - , - ,False, - , - 
2279,316,HenryDemo(5127),2023年11月28日 21:42,2023年11月28日 21:42,1, - ,<空>,2574,新威旅客中心,2023年02月20日 15:08,2024年04月10日 10:44, - ,0, - ,False,1, - , - ,False, - , - 
2284,339,海安商圈,2024年01月05日 15:52,2024年01月05日 15:52,1, - ,<空>,3335,海安商圈,2024年01月05日 10:50,2024年01月19日 21:25, - ,0, - ,False,1, - , - ,False, - , - 
2285,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,2026,Swatch,2022年07月06日 12:22,2022年07月06日 12:22, - ,0, - ,False,1, - , - ,False, - , - 
2286,311,CES2024-Tutk,2023年11月15日 15:32,2024年01月12日 07:44,1, - ,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbzVGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5539f34006b8e505b9b81bb7270bb7c09f305b27/Screenshot_2023-11-14-10-44-15-955_com.discord.jpg,3357,CES2024-Tutk-L,2024年01月10日 20:35,2024年01月12日 08:17, - ,0, - ,False,1, - , - ,False, - , - 
2287,151,HENRY DEMO(241),2022年09月14日 20:48,2023年09月30日 07:14,1, - ,<空>,3357,CES2024-Tutk-L,2024年01月10日 20:35,2024年01月12日 08:17, - ,0, - ,False,1, - , - ,False, - , - 
2290,340,CES2024-HARTi,2024年01月11日 12:09,2024年01月11日 12:09,1, - ,<空>,3358,CES2024-HARTi,2024年01月11日 11:17,2024年01月11日 11:17, - ,0, - ,False,1, - , - ,False, - , - 
2295,311,CES2024-Tutk,2023年11月15日 15:32,2024年01月12日 07:44,1, - ,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbzVGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5539f34006b8e505b9b81bb7270bb7c09f305b27/Screenshot_2023-11-14-10-44-15-955_com.discord.jpg,3362,CES2024-Tutk-C,2024年01月12日 07:25,2024年01月12日 08:17, - ,0, - ,False,1, - , - ,False, - , - 
2298,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3155,電腦教室XR巡禮,2023年11月14日 07:59,2024年01月17日 10:29, - ,0, - ,False,1, - , - ,False, - , - 
2312,306,電腦教室2,2023年10月27日 11:21,2024年04月30日 10:32,1, - ,<空>,3155,電腦教室XR巡禮,2023年11月14日 07:59,2024年01月17日 10:29, - ,0, - ,False,1, - , - ,False, - , - 
2313,343,佛光山的恐龍,2024年01月16日 15:39,2024年01月16日 15:39,1, - ,<空>,3366,恐龍 佛光山,2024年01月16日 15:38,2024年01月16日 15:39, - ,0, - ,False,1, - , - ,False, - , - 
2315,318,月津港-月津故事館,2023年12月14日 22:22,2024年02月06日 15:27,1,https://cloud.lig.com.tw/messages/113,<空>,3353,月津港-月津故事館-上架,2024年01月08日 17:15,2024年02月06日 15:21, - ,0, - ,False,1, - , - ,False, - , - 
2316,319,月津港-觀光美食城-3&4,2023年12月14日 22:25,2024年02月06日 15:27,1,https://cloud.lig.com.tw/messages/113,<空>,3349,月津港-觀光美食城-上架,2024年01月08日 14:44,2024年02月06日 15:19, - ,0, - ,False,1, - , - ,False, - , - 
2317,320,月津港-月之美術館(711)-1,2023年12月14日 22:27,2024年02月06日 15:27,1,https://cloud.lig.com.tw/messages/113,<空>,3337,月津港-月之美術館(711)-上架,2024年01月05日 18:14,2024年02月06日 15:17, - ,0, - ,False,1, - , - ,False, - , - 
2318,330,月津港-魚鱗巷-13,2023年12月14日 22:33,2024年02月06日 15:25,1,https://cloud.lig.com.tw/messages/113,<空>,3346,月津港-魚鱗巷-上架,2024年01月08日 13:12,2024年02月06日 15:17, - ,0, - ,False,1, - , - ,False, - , - 
2319,329,月津港-蔡和泉故居-10,2023年12月14日 22:33,2024年02月06日 15:25,1,https://cloud.lig.com.tw/messages/113,<空>,3329,月津港-蔡和泉故居-上架,2024年01月03日 15:29,2024年02月06日 15:16, - ,0, - ,False,1, - , - ,False, - , - 
2320,328,月津港-大眾廟-7,2023年12月14日 22:32,2024年02月06日 15:25,1,https://cloud.lig.com.tw/messages/113,<空>,3350,月津港-大眾廟-上架,2024年01月08日 15:04,2024年02月06日 15:20, - ,0, - ,False,1, - , - ,False, - , - 
2321,327,月津港-王爺廟-6&14&15,2023年12月14日 22:32,2024年02月06日 15:26,1,https://cloud.lig.com.tw/messages/113,<空>,3356,月津港-王爺巷-上架,2024年01月09日 14:16,2024年02月06日 15:23, - ,0, - ,False,1, - , - ,False, - , - 
2322,326,月津港-赤兔製造所-11&12,2023年12月14日 22:31,2024年02月06日 15:26,1,https://cloud.lig.com.tw/messages/113,<空>,3354,月津港-赤兔製造所-上架,2024年01月09日 11:22,2024年02月06日 15:22, - ,0, - ,False,1, - , - ,False, - , - 
2324,324,月津港-一銀巷-9＆16,2023年12月14日 22:30,2024年02月06日 15:25,1,https://cloud.lig.com.tw/messages/113,<空>,3352,月津港-一銀巷-上架,2024年01月08日 16:48,2024年02月06日 15:21, - ,0, - ,False,1, - , - ,False, - , - 
2325,323,月津港-八角樓-2&18,2023年12月14日 22:29,2024年02月06日 15:26,1,https://cloud.lig.com.tw/messages/113,<空>,3355,月津港-八角樓-上架,2024年01月09日 13:55,2024年02月06日 15:22, - ,0, - ,False,1, - , - ,False, - , - 
2326,322,月津港-永成戲院-5,2023年12月14日 22:28,2024年02月06日 15:26,1,https://cloud.lig.com.tw/messages/113,<空>,3347,月津港-永成戲院-上架,2024年01月08日 14:11,2024年02月06日 15:18, - ,0, - ,False,1, - , - ,False, - , - 
2331,325,月津港-造月工坊-8&17,2023年12月14日 22:31,2024年02月06日 15:26,1,https://cloud.lig.com.tw/messages/113,<空>,3351,月津港-造月工訪-上架,2024年01月08日 15:59,2024年02月06日 15:20, - ,0, - ,False,1, - , - ,False, - , - 
2337,344,海安商圈-地推,2024年01月19日 02:19,2024年01月19日 02:19,1, - ,<空>,3373,海安商圈-地推,2024年01月19日 02:22,2024年01月19日 11:37, - ,0, - ,False,1, - , - ,False, - , - 
2340,346,觀光工廠-滷博館,2024年01月19日 14:36,2024年01月26日 14:23,1,https://cloud.lig.com.tw/messages/130,<空>,3375,觀光工廠-滷博館,2024年01月19日 12:51,2024年01月24日 18:37, - ,0, - ,False,1, - , - ,False, - , - 
2341,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3374,摩天輪射擊遊戲Demo,2024年01月19日 09:43,2024年01月19日 09:44, - ,0, - ,False,1, - , - ,False, - , - 
2342,299,彥瑞DEMO(5531),2023年09月27日 15:18,2023年11月26日 08:15,1, - ,<空>,3335,海安商圈,2024年01月05日 10:50,2024年01月19日 21:25, - ,0, - ,False,1, - , - ,False, - , - 
2343,299,彥瑞DEMO(5531),2023年09月27日 15:18,2023年11月26日 08:15,1, - ,<空>,3370,海安商圈_Eng,2024年01月18日 20:07,2024年01月19日 21:25, - ,0, - ,False,1, - , - ,False, - , - 
2344,299,彥瑞DEMO(5531),2023年09月27日 15:18,2023年11月26日 08:15,1, - ,<空>,3371,海安商圈_JP,2024年01月18日 20:08,2024年01月19日 21:25, - ,0, - ,False,1, - , - ,False, - , - 
